CLIENTNUM,Attrition_Flag,Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2,Gender_M,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
708790833,0,-0.5396375527574563,5,31,5,3,2,-0.20729376392530446,1467,5281.0,0.831,1201,-0.973895181755695,0.68,-0.2100043597138137,0.00019094,0.99981,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
710821833,0,2.3294742376467874,1,54,6,2,3,0.050949559379376196,1587,7508.0,1.433,1314,-1.655575531188667,1.364,-0.3659835175429644,0.00019751,0.9998,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
710599683,0,1.206778319662518,1,36,3,6,0,0.3431925362422785,0,11751.0,3.397,1539,-2.039020727744714,3.25,-0.99715499340976,4.7799e-05,0.99995,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
816082233,0,-1.4128454889674433,3,30,5,1,3,-0.009347560846855162,1666,6881.0,1.163,1311,-1.357340378311742,2.0,-0.28980764976593726,9.6126e-05,0.9999,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
712396908,0,1.331522310549659,2,48,5,2,2,-0.6817484763623658,680,1756.0,1.19,1570,-1.5277604656699848,0.611,0.014895821342171049,0.00011382,0.99989,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
714885258,0,-0.29014957098317423,4,37,5,1,2,-0.48391230452520523,972,3262.0,1.707,1348,-1.6129705093491065,1.7,-0.1628478701375588,6.3492e-05,0.99994,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
709967358,0,0.20882639256538985,4,36,6,2,3,2.391534124073525,2362,28005.0,1.708,1671,-1.6129705093491065,0.929,-0.7142160559522308,0.00023623,0.99976,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
753327333,0,-0.6643815436445972,3,34,4,4,1,0.5394882707013967,1291,12244.0,0.653,1028,-1.868600640386471,1.625,-0.6525498772755899,0.00014953,0.99985,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
806160108,0,1.8304982740982232,1,56,2,2,3,-0.5984548267067871,2517,676.0,1.831,1336,-1.4851554438304242,1.143,1.8612537593663028,0.00017468,0.99983,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
709327383,0,-0.1654055800960332,2,37,6,1,2,0.6423674813063717,1157,13313.0,0.966,1207,-1.868600640386471,0.909,-0.7069612114020377,5.5077e-05,0.99994,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
806165208,0,0.08408240167824883,1,42,5,2,0,1.3585608308548023,1800,19179.0,0.906,1178,-1.6129705093491065,0.929,-0.6851966777514586,5.703e-05,0.99994,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
708508758,1,1.9552422649853642,0,49,2,3,3,-0.7915266457961451,0,1438.3,1.047,692,-2.081625749584275,0.6,-0.99715499340976,0.99616,0.0038363,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
784725333,0,-0.6643815436445972,3,33,4,2,1,-0.4579449315810618,680,3790.0,1.608,931,-1.9964157059051533,1.571,-0.44578680759508793,6.9242e-05,0.99993,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
811604133,0,0.08408240167824883,4,36,3,3,2,-0.6755867268501962,1560,932.0,0.573,1126,-1.7833905967073496,0.353,1.2736113508006657,0.00020735,0.99979,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
789124683,0,0.9572903378882359,2,42,4,2,3,0.3944670946828329,0,12217.0,1.075,1110,-1.868600640386471,0.75,-0.99715499340976,0.00021042,0.99979,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
771071958,0,-0.6643815436445972,3,28,6,1,2,-0.09506189781078624,1669,6099.0,0.797,1051,-1.8259956185469102,0.833,-0.21725920426400674,5.7151e-05,0.99994,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
720466383,0,1.581010292323941,1,46,4,1,2,0.6769172910710372,1374,13410.0,0.921,1197,-1.7833905967073496,1.3,-0.659804721825783,5.0256e-05,0.99995,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
804424383,0,2.0799862558725053,1,56,3,3,2,0.17418454962276875,1010,9205.0,0.843,1904,-1.0591052254348166,1.0,-0.6380401881752038,0.00018558,0.99981,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
718813833,0,-0.29014957098317423,3,34,5,2,2,0.16153095687456326,0,10100.0,0.525,1052,-1.9964157059051533,1.571,-0.99715499340976,0.00012144,0.99988,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
806624208,0,0.08408240167824883,4,42,6,0,0,-0.42328509057510766,1362,3423.0,0.739,1045,-1.144315269113938,0.9,0.03666035499275003,7.6642e-06,0.99999,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
778348233,0,0.832546347001095,3,33,3,2,3,-0.6468685728738341,1811,942.0,0.977,1038,-1.698180553028228,2.571,1.3896888636037545,0.00021834,0.99978,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
712991808,0,0.832546347001095,2,48,2,5,1,-0.6800980077430346,1690,761.0,1.323,1596,-1.655575531188667,1.6,1.5057663764068432,0.00012458,0.99988,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
709029408,0,-0.6643815436445972,4,36,4,1,2,0.03202418587771234,2517,6406.0,1.726,1589,-1.7407855748677887,1.667,0.025778088167460435,5.7762e-05,0.99994,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
788658483,0,0.832546347001095,2,38,5,2,3,-0.6582017907265747,1490,1160.0,1.75,1411,-1.5703654875095456,1.0,1.0414563251944882,0.00018612,0.99981,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
787937058,0,1.4562663014368,0,49,6,2,2,0.4316576542384282,1696,10859.0,0.519,1291,-1.7407855748677887,0.714,-0.5074529862717289,9.7673e-05,0.9999,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
715318008,0,1.082034328775377,1,36,4,2,1,-0.562474610805368,1914,1606.0,0.51,1407,-0.9312901599161342,0.483,0.9761627242427506,6.2639e-05,0.99994,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
713962233,0,1.082034328775377,3,36,6,2,3,-0.6158397628304085,2298,737.0,1.724,1877,-1.1869202909534988,1.176,1.7488036688383106,0.00019864,0.9998,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
785432733,0,-0.5396375527574563,4,36,2,3,3,0.7483275666674316,0,15433.0,0.865,966,-1.8259956185469102,1.2,-0.99715499340976,0.00035532,0.99964,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
715190283,0,1.331522310549659,1,49,3,3,2,-0.545749862129479,886,2786.0,1.32,1464,-1.5703654875095456,0.556,-0.12294622511149708,0.00016883,0.99983,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
708300483,1,2.4542182285339282,0,56,5,4,3,-0.0825183363038695,605,7277.0,1.052,704,-2.081625749584275,0.143,-0.7178434782273274,0.9978,0.00219708,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
827111283,0,-0.1654055800960332,3,41,2,2,2,2.6180884498870474,578,31848.0,1.042,1109,-1.5703654875095456,0.474,-0.9318613924580225,0.00011811,0.99988,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
758551608,0,0.5830583652268129,2,44,4,1,0,-0.2670407279450921,2204,4001.0,0.803,1347,-1.5703654875095456,0.556,0.2905799142495069,2.2331e-05,0.99998,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
773146383,0,0.45831437433967187,1,43,3,2,3,0.9541960191186704,2517,14787.0,1.449,1756,-1.357340378311742,1.2,-0.47117876352076365,0.00015785,0.99984,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
778493808,0,0.33357038345253087,3,37,5,2,1,-0.5200025516679131,0,3906.0,1.214,1756,-1.3999454001513025,1.0,-0.99715499340976,6.9242e-05,0.99993,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
720572508,0,-1.0386135163060204,4,28,2,3,3,0.13182252172660255,2055,7775.0,0.977,1042,-1.7833905967073496,0.917,-0.23902373791458592,0.00031726,0.99968,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
712661433,0,0.33357038345253087,4,30,3,2,3,2.848053744180521,0,34516.0,1.621,1444,-1.5703654875095456,1.333,-0.99715499340976,0.00020643,0.99979,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
789172683,0,1.206778319662518,2,45,6,2,0,-0.6985832562795435,1430,853.0,2.316,1741,-1.6129705093491065,0.588,1.2736113508006657,6.0759e-05,0.99994,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
738406533,0,1.581010292323941,1,52,3,2,2,-0.6694249773380265,2020,528.0,2.357,1719,-1.6129705093491065,1.7,1.879390870741786,0.0001546,0.99985,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
799723908,0,-0.040661589208892186,3,40,4,3,3,1.1912033128546236,1435,18023.0,0.787,1217,-1.6129705093491065,0.8,-0.728725745052617,0.00030516,0.99969,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
771490833,0,0.7078023561139539,1,40,5,1,1,-0.4276863402266574,1227,3518.0,0.624,1140,-1.0591052254348166,0.6,-0.057652624159759545,3.031e-05,0.99997,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
720756708,0,0.7078023561139539,3,41,6,3,2,-0.6612826654826596,1549,1073.0,1.321,1878,-1.4851554438304242,1.143,1.146651571172287,0.00020516,0.99979,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
779471883,1,0.9572903378882359,1,40,2,3,1,-0.7915266457961451,808,630.3,0.997,705,-1.9538106840655924,0.9,1.0414563251944882,0.99028,0.00972,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
711525033,0,2.4542182285339282,0,54,3,4,2,-0.6008755140151394,2179,992.0,1.224,1946,-1.144315269113938,1.923,1.494884109581554,0.00018134,0.99982,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
712813458,0,0.33357038345253087,2,36,4,2,0,1.2247628414476903,2517,17246.0,0.664,1414,-1.2721303346326203,0.25,-0.536472364472501,4.6151e-05,0.99995,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
714374133,1,1.206778319662518,2,36,1,3,3,0.7852980637404493,0,15769.0,1.041,602,-2.1242307714238358,0.364,-0.99715499340976,0.99671,0.00329379,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
717891558,0,0.33357038345253087,4,36,6,4,2,-0.5869015463714691,2200,1098.0,0.678,1052,-1.3999454001513025,0.6,1.4223356640796234,0.00022797,0.99977,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
716632758,0,0.33357038345253087,3,36,2,2,0,-0.6414770420506857,2363,439.0,0.75,1295,-1.0591052254348166,0.6,2.0607619844966116,4.3568e-05,0.99996,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
768563658,0,1.206778319662518,2,50,4,2,3,-0.45926530647652675,1880,2578.0,1.107,1424,-1.5277604656699848,1.417,0.5336172066809742,0.00019683,0.9998,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
711427458,0,-0.29014957098317423,5,35,4,1,2,-0.2595586035374575,978,5295.0,2.275,1359,-1.698180553028228,1.083,-0.4312771184947018,5.6861e-05,0.99994,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
714091983,0,-0.5396375527574563,2,34,4,4,3,-0.5827203592024968,1753,1583.0,0.69,1168,-1.6129705093491065,1.25,0.9072417010159166,0.00035539,0.99964,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
787584108,0,1.082034328775377,3,47,4,2,3,-0.5717172350736225,2016,1420.0,0.901,1097,-1.357340378311742,0.833,1.132141882071901,0.00021834,0.99978,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
712030833,1,0.20882639256538985,2,35,2,4,4,2.848053744180521,0,34516.0,0.763,691,-2.1242307714238358,0.5,-0.99715499340976,0.99823,0.00177065,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
711481533,0,-0.9138695254188793,1,33,5,3,3,-0.2977394442646515,1251,4675.0,0.944,1316,-1.5703654875095456,1.154,-0.23176889336439288,0.00027604,0.99972,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
710082708,0,-0.29014957098317423,4,32,2,4,2,1.68623386741268,2102,21855.0,0.997,1276,-1.655575531188667,0.733,-0.6779418332012657,0.00026824,0.99973,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
708155733,0,0.832546347001095,2,44,4,2,2,0.6714157290066,1634,13100.0,0.989,1289,-1.7833905967073496,0.917,-0.5945111208740456,0.00011065,0.99989,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
788979258,0,0.5830583652268129,4,38,4,1,4,2.848053744180521,1515,33001.0,0.592,1293,-1.3999454001513025,0.6,-0.8375484133055129,0.00015398,0.99985,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
807986133,0,1.331522310549659,2,52,5,3,3,-0.22533888749665837,1817,4767.0,0.62,1353,-1.2721303346326203,0.667,0.004013554516881459,0.00029411,0.99971,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
788730933,0,-0.29014957098317423,2,20,6,3,3,-0.7204794732960035,1468,616.0,1.004,1132,-1.5703654875095456,0.556,1.5565502882581945,0.00031104,0.99969,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
711314058,0,0.33357038345253087,2,32,2,2,2,-0.7641618760876345,1107,580.0,1.715,1670,-2.039020727744714,2.4,1.3824340190535616,0.00011382,0.99989,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
717975333,0,0.45831437433967187,2,38,6,2,2,1.8340058244634623,1330,23970.0,1.072,837,-2.1242307714238358,2.0,-0.8049016128296441,0.00016471,0.99984,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
715971108,0,0.5830583652268129,4,42,3,2,3,2.848053744180521,1763,32753.0,1.266,1550,-1.0165002035952557,1.05,-0.8121564573798371,0.00020077,0.9998,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
720096558,0,1.082034328775377,2,42,5,3,3,-0.7059553494458893,1034,1182.0,0.758,1540,-1.2295253127930597,0.286,0.696851209060318,0.00030251,0.9997,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
719580033,0,0.9572903378882359,1,43,4,2,3,-0.6295936679915014,2030,880.0,0.769,1256,-1.868600640386471,0.4,1.5347857546076153,0.00017969,0.99982,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
820582308,0,-0.5396375527574563,5,37,6,2,2,1.571361251507232,1528,21385.0,0.414,1394,-1.2721303346326203,0.522,-0.7541177009782927,0.00012082,0.99988,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
789973308,0,-0.29014957098317423,1,35,3,3,3,1.7252949580701837,1932,22380.0,1.312,1341,-1.7407855748677887,1.182,-0.7105886336771343,0.00027607,0.99972,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
712876233,0,0.832546347001095,2,36,5,3,2,-0.36969987606748966,1515,3757.0,0.857,1289,-1.357340378311742,0.435,0.04391519954294309,0.00017987,0.99982,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
804595158,0,-0.29014957098317423,4,36,6,4,2,-0.17956589112054114,2517,4483.0,0.475,1112,-1.7833905967073496,1.875,0.30871702562498954,0.00022797,0.99977,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
714826758,0,-1.1633575071931614,3,29,4,4,2,-0.17538470395156888,1801,5237.0,0.751,2339,-0.33481985416228355,0.966,-0.06853489098504914,0.00023192,0.99977,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
779058108,0,0.33357038345253087,3,30,6,1,2,-0.6707453522334914,1823,713.0,0.703,1468,-1.7833905967073496,0.353,1.6109616223846426,5.7151e-05,0.99994,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
710790258,0,0.08408240167824883,2,38,6,3,2,2.2305584180680933,1899,27005.0,0.85,1334,-1.2721303346326203,0.4,-0.7577451232533892,0.00017987,0.99982,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
715623483,0,0.08408240167824883,3,37,4,4,0,-0.007146936021080294,1695,6872.0,1.242,1457,-1.0165002035952557,1.412,-0.27892538294064767,8.3212e-05,0.99992,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
715156383,0,-0.29014957098317423,1,36,6,2,2,2.848053744180521,1533,32983.0,0.924,1603,-1.5277604656699848,0.526,-0.8375484133055129,0.00011743,0.99988,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
711013983,1,1.082034328775377,4,45,2,4,3,-0.7123371614406364,0,2158.0,0.585,615,-2.252045836942518,0.714,-0.99715499340976,0.99763,0.00236635,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
755420433,0,1.581010292323941,1,52,2,3,3,0.1651619878370918,1417,8716.0,0.383,1068,-1.9112056622260318,0.818,-0.4893158748962462,0.00028395,0.99972,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
794543958,0,0.832546347001095,1,35,5,4,2,2.848053744180521,1219,33297.0,1.129,1590,-1.6129705093491065,2.0,-0.8701952137813815,0.00020404,0.9998,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
716396358,0,0.7078023561139539,2,47,5,3,0,-0.6103382007659713,1910,1175.0,0.921,1531,-1.2721303346326203,0.667,1.24821939487499,6.6354e-05,0.99993,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
715398033,0,0.832546347001095,2,35,4,2,1,1.1452102539959288,2056,16984.0,0.607,1212,-1.4425504219908634,0.722,-0.6053933876993352,6.6728e-05,0.99993,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
711743883,0,-0.41489356187031523,3,35,5,2,3,-0.5067988027132638,0,4026.0,0.483,1237,-1.3999454001513025,0.6,-0.99715499340976,0.00020424,0.9998,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
719720058,0,-0.29014957098317423,3,31,4,3,1,0.4537739337374656,837,11919.0,1.932,1413,-2.166835793263396,1.8,-0.7577451232533892,0.00010943,0.99989,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
778992108,0,1.331522310549659,2,45,5,3,3,-0.3703600635152221,0,5266.0,1.702,1516,-1.5277604656699848,1.636,-0.99715499340976,0.00033251,0.99967,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
717539808,0,0.5830583652268129,2,36,3,2,2,0.14282564585547688,0,9930.0,0.731,1276,-1.868600640386471,1.333,-0.99715499340976,0.00011065,0.99989,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
714070758,0,0.33357038345253087,4,38,4,3,0,2.4944133346785,1953,29349.0,0.875,1564,-1.2721303346326203,2.182,-0.7722548123537754,6.765e-05,0.99993,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
714107958,0,-0.1654055800960332,1,36,4,4,3,-0.2262191374269683,0,6576.0,0.579,1465,-1.314735356472181,0.619,-0.99715499340976,0.00034315,0.99966,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
789140283,0,0.832546347001095,0,42,5,4,1,-0.6566613533485323,2037,627.0,0.85,1286,-1.5277604656699848,0.933,1.777823047039083,0.0001125,0.99989,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
715550508,0,-0.1654055800960332,3,28,5,1,2,-0.6708553834747802,2440,95.0,1.705,1312,-1.9112056622260318,1.222,2.496052657508195,6.282e-05,0.99994,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False
719712633,0,2.204730246759646,1,52,6,4,3,-0.7617411887792822,895,814.0,1.656,1673,-1.3999454001513025,0.882,0.90361427874082,0.00034315,0.99966,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
772629333,0,-0.1654055800960332,3,35,5,4,2,-0.569736672730425,1200,2254.0,0.597,1313,-1.4851554438304242,0.304,0.2615605360487347,0.00022556,0.99977,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
720336708,0,0.832546347001095,3,35,5,3,2,-0.5328762068986961,1706,2083.0,1.047,1609,-0.973895181755695,0.68,0.635185030383677,0.00027008,0.99973,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
802013583,0,1.206778319662518,3,50,3,2,0,0.11630811670488975,2250,7439.0,0.576,1158,-1.9538106840655924,0.727,-0.15559302558736576,4.2358e-05,0.99996,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
711887583,1,0.08408240167824883,2,37,2,3,3,-0.35022434635938204,1628,3821.0,0.696,836,-1.9964157059051533,0.385,0.08744426684410145,0.997,0.00299743,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
714778833,0,0.33357038345253087,3,43,4,4,0,1.5844549692205923,1960,21072.0,0.619,1289,-1.8259956185469102,1.0,-0.6888241000265551,8.0901e-05,0.99992,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
713843283,0,-0.6643815436445972,3,34,5,3,3,2.848053744180521,2053,32463.0,1.034,1487,-1.655575531188667,0.733,-0.7831370791790649,0.00031177,0.99969,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True
779155158,0,0.832546347001095,3,34,6,2,2,-0.6262927307528391,1264,1676.0,0.562,1259,-1.357340378311742,0.5,0.5626365848817464,0.00011811,0.99988,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
721091583,0,-0.29014957098317423,2,32,3,3,3,-0.6162798877955635,1879,1152.0,0.788,1298,-2.1242307714238358,1.5,1.2518468171500865,0.00030251,0.9997,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
713572683,0,-0.29014957098317423,3,25,3,3,0,-0.7449064088621045,0,1862.0,0.883,1226,-1.314735356472181,0.789,-0.99715499340976,6.6935e-05,0.99993,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
716657058,0,-0.41489356187031523,4,33,2,3,3,-0.030143465450427655,926,7432.0,0.762,1566,-1.1869202909534988,0.542,-0.5945111208740456,0.00037329,0.99963,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
779509983,0,0.832546347001095,2,36,6,1,2,2.848053744180521,931,33585.0,0.828,1022,-1.868600640386471,1.1,-0.8992145919821537,6.4807e-05,0.99994,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
717929133,0,-0.29014957098317423,1,36,5,2,3,0.6401668564805969,2440,12010.0,1.283,1235,-1.4851554438304242,0.667,-0.38412062891844695,0.00018475,0.99982,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
